5.000000000000000000e-01,3.052451608982628337e-02,3.214540299323123129e-01,7.301031630958845775e-02,2.840776246425287879e-02,1.324445258360626432e-02,6.114621861723719930e-03
1.000000000000000000e+00,3.501851771381286199e-02,2.958646250691998048e-01,5.868650354980593092e-02,1.980054921610059984e-02,8.163477319872861418e-03,3.596877597375665488e-03
1.500000000000000000e+00,3.891245926642298431e-02,2.664394105240806554e-01,4.499090838583726104e-02,1.276552168638103203e-02,4.432877918762067292e-03,1.684774337754130647e-03
2.000000000000000000e+00,4.241814589389519830e-02,2.371411161449211158e-01,3.380770332114556992e-02,8.014513777929565402e-03,2.320450026584178812e-03,7.419691608859207803e-04
2.500000000000000000e+00,4.561498281364762680e-02,2.095762009715293750e-01,2.515024449141125412e-02,4.976970299150830675e-03,1.199862299533485796e-03,3.204886555261694911e-04
3.000000000000000000e+00,4.854476139892203307e-02,1.844338116641468239e-01,1.862387260903996047e-02,3.080356869065979577e-03,6.193120475412121871e-04,1.380761159961234026e-04
3.500000000000000000e+00,5.123673562679888216e-02,1.619284618069375403e-01,1.377437810145833511e-02,1.908670952818121609e-03,3.208966109296880627e-04,5.982658279191637601e-05
4.000000000000000000e+00,5.371549878176654774e-02,1.420212732017255564e-01,1.019787624737660166e-02,1.187365278942199755e-03,1.674838148159527561e-04,2.618868425686065592e-05
4.500000000000000000e+00,5.600337650401067402e-02,1.245442905638024372e-01,7.568663770022285298e-03,7.429304912757793249e-04,8.823520290734295749e-05,1.161206431192677262e-05
5.000000000000000000e+00,5.812096908063812267e-02,1.092719913330935377e-01,5.636608874263496216e-03,4.680768300194542591e-04,4.698068273750104305e-05,5.222990488445153105e-06
5.500000000000000000e+00,6.008714462276529278e-02,9.596196903439092873e-02,4.214755946813539614e-03,2.971566593800373051e-04,2.529928572732284721e-05,2.384886872317831801e-06
6.000000000000000000e+00,6.191895109118789042e-02,8.437722967699679000e-02,3.165512154017871907e-03,1.901554000926760691e-04,1.378302431599720533e-05,1.105793317438841701e-06
6.500000000000000000e+00,6.363159077189080304e-02,7.429753011998507795e-02,2.388469819439552506e-03,1.226722065852397126e-04,7.597124679228238027e-06,5.206186492559718036e-07
7.000000000000000000e+00,6.523847745403089926e-02,6.552428574183077892e-02,1.810652922676436608e-03,7.977953593031645197e-05,4.236097390045989696e-06,2.488264473370624819e-07
7.500000000000000000e+00,6.675135643359707271e-02,5.788181340333193453e-02,1.379081478340127807e-03,5.229902741785492817e-05,2.388837887441192152e-06,1.206806217082882577e-07
8.000000000000000000e+00,6.818046052211956809e-02,5.121658631639549458e-02,1.055258770434091414e-03,3.455191990550452163e-05,1.361980499965987006e-06,5.936629109756285013e-08
8.500000000000000000e+00,6.953467976454975885e-02,4.539550151410491619e-02,8.111497242846850116e-04,2.300003342542320607e-05,7.847990732665788564e-07,2.960605859571640155e-08
9.000000000000000000e+00,7.082172956532327424e-02,4.030374337977055826e-02,6.262737418572898989e-04,1.542243416375417556e-05,4.568557839844799034e-07,1.495984423370866504e-08
9.500000000000000000e+00,7.204830810815807118e-02,3.584257170432194467e-02,4.856128774810855261e-04,1.041431255382196467e-05,2.685707315595357575e-07,7.654994067382122239e-09
1.000000000000000000e+01,7.322023849675181328e-02,3.192720906842264755e-02,3.781091613085419984e-04,7.080189341687416971e-06,1.593762336701814233e-07,3.964628353923418643e-09
1.050000000000000000e+01,7.434259403249088294e-02,2.848491144497454844e-02,2.955847275353846331e-04,4.844845380296146911e-06,9.543411604820454249e-08,2.077182995709263804e-09
1.100000000000000000e+01,7.541980684200509655e-02,2.545325352728779883e-02,2.319644017428427183e-04,3.335972783591541940e-06,5.764136132857755903e-08,1.100385121178836326e-09
1.150000000000000000e+01,7.645576104044482513e-02,2.277863124495459191e-02,1.827144958608939570e-04,2.310803290692592837e-06,3.510403621558588550e-08,5.891217887750415075e-10
1.200000000000000000e+01,7.745387206023469917e-02,2.041496883248802158e-02,1.444363014847571734e-04,1.609889338544227250e-06,2.154869861701949237e-08,3.186093405504662143e-10
1.250000000000000000e+01,7.841715390005227215e-02,1.832261088722156317e-02,1.145705055415177149e-04,1.127771109471658166e-06,1.332853925626245800e-08,1.739875220855660079e-10
1.300000000000000000e+01,7.934827599499691408e-02,1.646737757579865361e-02,9.118137300437531849e-05,7.942220426779054252e-07,8.304345174822121306e-09,9.589725602481118450e-11
1.350000000000000000e+01,8.024961126496703290e-02,1.481976140689973166e-02,7.279849229868095011e-05,5.621703009611951351e-07,5.210275368119758679e-09,5.332826600231545204e-11
1.400000000000000000e+01,8.112327671760935499e-02,1.335424552767318016e-02,5.830022056586558761e-05,3.998642227497312528e-07,3.290990865820425083e-09,2.990965774111141554e-11
1.450000000000000000e+01,8.197116779538220210e-02,1.204872559490197635e-02,4.682746146648902847e-05,2.857552180252014571e-07,2.092128449909820577e-09,1.691280642051781205e-11
1.500000000000000000e+01,8.279498747953178972e-02,1.088401950995861525e-02,3.771960077183499917e-05,2.051329593988248790e-07,1.338249770505628020e-09,9.639157795797126244e-12
1.550000000000000000e+01,8.359627100468906835e-02,9.843451470094933056e-03,3.046669817050141890e-05,1.478983221167174827e-07,8.611340536297451989e-10,5.535487072355552253e-12
1.600000000000000000e+01,8.437640689894053414e-02,8.912498770759251163e-03,2.467365739844416250e-05,1.070800117238630311e-07,5.573044522976172986e-10,3.201883267995161495e-12
1.650000000000000000e+01,8.513665494544093992e-02,8.078491552040293830e-03,2.003326076435901881e-05,7.784048168728438497e-08,3.626692591931509302e-10,1.865142825212281568e-12
1.700000000000000000e+01,8.587816156137155488e-02,7.330357210329777919e-03,1.630579174216748438e-05,5.680579706470802724e-08,2.372682576406635018e-10,1.093732651622540763e-12
1.750000000000000000e+01,8.660197300618513450e-02,6.658402506046017487e-03,1.330357448653730516e-05,4.161129580221930524e-08,1.560260636292471602e-10,6.454788788756458584e-13
1.800000000000000000e+01,8.730904676134484954e-02,6.054127510486014864e-03,1.087919821946871707e-05,3.059185202431202211e-08,1.031111030010997141e-10,3.833798354368092861e-13
1.850000000000000000e+01,8.800026136601471483e-02,5.510066473512725653e-03,8.916514313247940761e-06,2.256958895765513315e-08,6.846882054216647336e-11,2.288061084489759361e-13
1.900000000000000000e+01,8.867642494542890552e-02,5.019651482552901257e-03,7.323727932577590884e-06,1.670763617057541838e-08,4.567631076641556294e-11,1.374414466442489412e-13
1.950000000000000000e+01,8.933828262926950259e-02,4.577095444446530569e-03,6.028078051875071473e-06,1.240887724139775695e-08,3.060749602126975422e-11,8.297129229054792828e-14
2.000000000000000000e+01,8.998652302486613574e-02,4.177291474836778915e-03,4.971726481717091321e-06,9.245516748369667892e-09,2.059900215179257410e-11,5.038874571519883375e-14
2.050000000000000000e+01,9.062178388317523869e-02,3.815726242278453997e-03,4.108570507010548726e-06,6.909846041038137536e-09,1.392131535319031005e-11,3.088977184948711093e-14
2.100000000000000000e+01,9.124465707330052522e-02,3.488405200858525537e-03,3.401763598207977576e-06,5.179685570235545720e-09,9.446604580819292321e-12,1.876221503047085600e-14
2.150000000000000000e+01,9.185569296293887021e-02,3.191787968410398496e-03,2.821780824352542025e-06,3.894014842405084634e-09,6.435448454871036731e-12,1.227089247836489136e-14
2.200000000000000000e+01,9.245540428689640045e-02,2.922732377949752158e-03,2.344904677433159215e-06,2.935716926009993032e-09,4.400673738456547748e-12,7.986450824849272432e-15
2.250000000000000000e+01,9.304426957314973490e-02,2.678445956512206464e-03,1.952036450151815397e-06,2.219310548112281643e-09,3.020282318615070258e-12,5.862262574406824973e-15
2.300000000000000000e+01,9.362273618538394238e-02,2.456443775593078471e-03,1.627760474345198204e-06,1.682192254848240041e-09,2.080361652689505844e-12,4.581893818856074470e-15
2.350000000000000000e+01,9.419122303212824898e-02,2.254511776886299491e-03,1.359605384483444816e-06,1.278365633015055729e-09,1.438158952450020928e-12,4.161343511729646214e-15
2.400000000000000000e+01,9.475012298524197740e-02,2.070674811164119160e-03,1.137459343819846705e-06,9.739253341851251136e-10,9.968570990689496529e-13,4.643824627627989672e-15
2.450000000000000000e+01,9.529980504431691257e-02,1.903168741064230167e-03,9.531059237628566362e-07,7.438041740659159537e-10,6.933586225812307907e-13,4.440882672271096630e-15
2.500000000000000000e+01,9.584061627836319708e-02,1.750416053846278646e-03,7.998548071929933064e-07,5.694102727121249108e-10,4.840461423765864873e-13,4.221072778470849212e-15
2.550000000000000000e+01,9.637288357175397002e-02,1.611004510613628501e-03,6.722472133558343616e-07,4.369178454975716196e-10,3.385208973892481179e-13,4.150033486642977443e-15
2.600000000000000000e+01,9.689691519769681738e-02,1.483668426637231022e-03,5.658203603082508563e-07,3.360129509556985479e-10,2.372158322334454404e-13,4.399469934187003588e-15
2.650000000000000000e+01,9.741300223935031588e-02,1.367272235103398877e-03,4.769186897104666398e-07,2.589820622063623131e-10,1.667959690636381222e-13,4.841602935555677455e-15
2.700000000000000000e+01,9.792141987603079911e-02,1.260796035643032371e-03,4.025422243874514759e-07,2.000404193341411378e-10,1.174655289155348017e-13,5.116520852750924827e-15
2.750000000000000000e+01,9.842242854967298005e-02,1.163322870659076790e-03,3.402244928179838475e-07,1.548374745711831354e-10,8.276683831381318324e-14,5.332346898419560294e-15
2.800000000000000000e+01,9.891627502476017797e-02,1.074027507992877115e-03,2.879340322016797884e-07,1.200946241517935128e-10,5.802781269274331195e-14,5.024098206811767433e-15
2.850000000000000000e+01,9.940319335326822103e-02,9.921665387438943860e-04,2.439947582913636681e-07,9.333510833410618939e-11,4.072770388723373816e-14,5.138000429998154252e-15
2.900000000000000000e+01,9.988340575473381167e-02,9.170696249868862029e-04,2.070214495419267552e-07,7.267894946484042223e-11,2.895639326391263625e-14,5.185143171435716496e-15
2.950000000000000000e+01,1.003571234203236434e-01,8.481317542551794876e-04,1.758673824453223096e-07,5.670319584057654216e-11,2.057542423965331397e-14,6.221745373794002683e-15
3.000000000000000000e+01,1.008245472487099975e-01,7.848063767207655653e-04,1.495817333562835576e-07,4.432224875854897239e-11,1.316686137622869828e-14,5.468638892718358528e-15
3.050000000000000000e+01,1.012858685206415310e-01,7.265993172769682346e-04,1.273748702705153165e-07,3.470758714872088182e-11,9.104668558017853614e-15,5.557270590735257380e-15
3.100000000000000000e+01,1.017412695182925014e-01,6.730633688147878496e-04,1.085900192569585066e-07,2.722747276186432511e-11,6.118242169706585751e-15,5.234203825833677508e-15
3.150000000000000000e+01,1.021909240947783543e-01,6.237934850524362411e-04,9.268009099866051596e-08,2.139615746982302000e-11,3.974935007336904161e-15,6.065750996189872257e-15
3.200000000000000000e+01,1.026349981986230120e-01,5.784225017362259027e-04,7.918869023183113990e-08,1.684350412836313808e-11,2.600971183455073033e-15,5.756065717739104582e-15
3.250000000000000000e+01,1.030736503574267715e-01,5.366173240359538603e-04,6.773453699806113366e-08,1.328255554002372699e-11,1.024120867141811006e-15,5.897725400678233152e-15
3.300000000000000000e+01,1.035070321245257774e-01,4.980755257698472058e-04,5.799865714098514859e-08,1.049099600384251137e-11,4.065018436188013499e-16,6.147351286526338326e-15
3.350000000000000000e+01,1.039352884920258652e-01,4.625223128649537667e-04,4.971383487820442579e-08,8.299856196252720732e-12,6.794520781130400276e-16,6.251053857370678261e-15
3.400000000000000000e+01,1.043585582732316913e-01,4.297078093046817395e-04,4.265591165087380455e-08,6.576485529571957525e-12,9.280480681645333855e-16,6.625096411429584154e-15
3.450000000000000000e+01,1.047769744571867695e-01,3.994046289375552069e-04,3.663660402790621374e-08,5.219669786032681347e-12,1.081273362024886927e-15,6.230029770205965299e-15
3.500000000000000000e+01,1.051906645377505972e-01,3.714057009506397072e-04,3.149755745074035370e-08,4.148816460457582484e-12,2.091512648882845809e-15,6.608272692406132951e-15
3.550000000000000000e+01,1.055997508194036621e-01,3.455223206794513259e-04,2.710541872994024529e-08,3.303188919193581829e-12,1.683637144963876680e-15,6.671675564810797612e-15
3.600000000000000000e+01,1.060043507017466718e-01,3.215824007802677497e-04,2.334775614912238044e-08,2.634000215710549285e-12,1.642468543505193298e-15,7.138568721787595677e-15
3.650000000000000000e+01,1.064045769444717376e-01,2.994289007804732360e-04,2.012965504719590304e-08,2.103147823697496625e-12,2.189341475760890190e-15,7.695111695457848766e-15
3.700000000000000000e+01,1.068005379144072176e-01,2.789184155527089579e-04,1.737090140418625736e-08,1.682342904875897038e-12,1.631063819405092405e-15,6.836668523819069888e-15
3.750000000000000000e+01,1.071923378160908741e-01,2.599199055242561673e-04,1.500362032234826579e-08,1.347203698250647977e-12,2.789296930125001661e-15,7.207924215038052102e-15
3.800000000000000000e+01,1.075800769071828394e-01,2.423135534592451179e-04,1.297031558348926919e-08,1.081161139625269392e-12,2.453030517648256793e-15,6.902066823537055416e-15
3.850000000000000000e+01,1.079638516999149450e-01,2.259897343073404995e-04,1.122222683669117003e-08,8.683539895556445038e-13,2.398183637021700999e-15,7.087209667200213828e-15
3.900000000000000000e+01,1.083437551496577722e-01,2.108480861948530650e-04,9.717959888895700997e-09,6.991252869327606694e-13,2.279703611704743885e-15,7.151665835863411879e-15
3.950000000000000000e+01,1.087198768315933428e-01,1.967966719771130368e-04,8.422331756248163299e-09,5.633467798645587843e-13,2.029101600525570182e-15,7.379437812730262838e-15
4.000000000000000000e+01,1.090923031063926185e-01,1.837512219121595022e-04,7.305411134363182282e-09,4.542059570505726280e-13,3.044272508558804774e-15,7.110513471466478039e-15
4.050000000000000000e+01,1.094611172757157802e-01,1.716344490935053479e-04,6.341705666314610889e-09,3.679179951253071849e-13,3.229651401904703546e-15,7.906740411323200074e-15
4.100000000000000000e+01,1.098263997282864640e-01,1.603754301885621902e-04,5.509481938755878009e-09,2.978180767041507294e-13,3.536224872322059023e-15,7.364935122034560048e-15
4.150000000000000000e+01,1.101882280772225747e-01,1.499090448378881130e-04,4.790191735061481392e-09,2.419407083810571532e-13,3.622826061269132501e-15,8.227686170821710738e-15
4.200000000000000000e+01,1.105466772892526178e-01,1.401754677964582054e-04,4.167996281905760907e-09,1.968421572581950139e-13,2.446738777960633453e-15,7.918851703972685545e-15
4.250000000000000000e+01,1.109018198063909666e-01,1.311197085300221316e-04,3.629345833850375947e-09,1.609392001082474545e-13,2.305505966760010805e-15,8.415568492211912210e-15
4.300000000000000000e+01,1.112537256605996422e-01,1.226911935224060484e-04,3.162648765288174228e-09,1.325609166365025862e-13,3.199828256947743023e-15,8.737326623967968125e-15
4.350000000000000000e+01,1.116024625819215244e-01,1.148433871193238183e-04,2.757974245571753783e-09,1.079204772308283166e-13,3.222708195528588270e-15,8.016601312412278179e-15
4.400000000000000000e+01,1.119480961005313302e-01,1.075334470567132923e-04,2.406804607185879923e-09,8.955969489565778175e-14,3.587784768689224010e-15,8.831632613905340931e-15
4.450000000000000000e+01,1.122906896431128121e-01,1.007219113665415466e-04,2.101833414599027902e-09,7.454361238945417606e-14,2.336202055309623175e-15,9.236443157514562851e-15
4.500000000000000000e+01,1.126303046239412603e-01,9.437241356129123446e-05,1.836782597759761782e-09,6.202235179403271199e-14,3.051236773326508154e-15,9.311777853028521040e-15
4.550000000000000000e+01,1.129670005310206005e-01,8.845142340662001060e-05,1.606255970636477256e-09,5.191823597560208158e-14,2.981717022944160645e-15,9.263804573664332606e-15
4.600000000000000000e+01,1.133008350075966203e-01,8.292801083432000276e-05,1.405609163199316905e-09,4.346091784777206963e-14,3.944651400628185378e-15,9.101994327107729277e-15
